"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","sample_name","sample_type"
0.0025,0.1715,0.224,0.0465,0.0055,0.064,0.061,0.108,0.009,0.003,0.0235,0.003,0.068,0.033,0.153,0.0245,"ref_sample_680","reference"
0.113,0.0325,0.018,0.073,0.0235,0.013,0.0945,0.062,0.0595,0.052,0.0185,0.062,0.134,0.0995,0.0215,0.1235,"ref_sample_681","reference"
0.102,0.093,0.016,0.108,5e-04,0,0.09,0.06,0.13,0.054,0.0095,0.098,0.1065,0.04,0.0085,0.084,"ref_sample_682","reference"
0,0.001,0.0025,0.001,0.0415,0.337,0.0255,0.054,0.001,0.033,0.085,0.0425,5e-04,0.113,0.181,0.0815,"ref_sample_683","reference"
0,5e-04,0.1635,0.041,0.255,0.13,0,0.093,0,0,5e-04,0,0,0,0.268,0.0485,"ref_sample_684","reference"
0.063,0.0435,0.235,0.113,0.0075,0.004,0.0375,0.1395,0.0395,0.0175,0.119,0.08,0.0195,0.0045,0.051,0.026,"ref_sample_685","reference"
0.228,0.0685,0.0115,0.0985,0.029,0.0175,0.1735,0.0675,0.063,0.0345,0.0035,0.035,0.0715,0.0535,0.005,0.04,"ref_sample_686","reference"
0.025,0.0125,0.002,0.0125,0.0045,0.0015,0.015,0.007,0.283,0.117,0.041,0.1515,0.1395,0.084,0.016,0.088,"ref_sample_687","reference"
0.003,0.0065,0.0155,0.015,0.3095,0.184,0.0415,0.136,0.003,0.023,0.0445,0.0275,0.0025,0.052,0.088,0.0485,"ref_sample_688","reference"
0.0545,0.0245,0.0135,0.019,0.245,0.0945,0.0895,0.0485,0.0355,0.0865,0.023,0.0335,0.024,0.138,0.0225,0.048,"ref_sample_689","reference"
0.2065,0.0525,0.0115,0.1265,0.0125,0.0035,0.1105,0.066,0.054,0.0235,0.005,0.042,0.1275,0.049,0.0035,0.106,"ref_sample_690","reference"
0.24,0.071,0.0145,0.093,0,0,0.127,0.053,0.0165,0.006,5e-04,0.011,0.1845,0.07,0.0085,0.1045,"ref_sample_691","reference"
0,0,0.0035,0.0015,0.3435,0.115,0.021,0.149,5e-04,0.024,0.1065,0.0635,5e-04,0.0205,0.095,0.056,"ref_sample_692","reference"
0.0285,0.2335,0.032,0.0985,0.0745,0.0315,0.0665,0.043,0.0355,0.02,0.0055,0.0195,0.121,0.0735,0.023,0.094,"ref_sample_693","reference"
0.004,0.009,0.006,0.0065,0.005,0.0025,0.006,0.007,0.1975,0.1305,0.3445,0.124,0.0305,0.0245,0.072,0.0305,"ref_sample_694","reference"
0.2805,0.0935,0.029,0.101,0.032,0.008,0.069,0.028,0.007,0.003,5e-04,0.0025,0.2085,0.0585,0.015,0.064,"ref_sample_695","reference"
0,5e-04,0.042,0.008,0.2225,0.2835,0.001,0.113,0,0.001,0.0655,0.0245,0,0.0015,0.188,0.049,"ref_sample_696","reference"
0,0.001,5e-04,0,0.0395,0.0205,0.0015,0.0035,0.0155,0.3855,0.202,0.158,0,0.093,0.044,0.0355,"ref_sample_697","reference"
0,0.001,0.115,0.0205,0.0295,0.0575,0,0.078,0,5e-04,0.358,0.0435,0,5e-04,0.2555,0.0405,"ref_sample_698","reference"
0.001,0.006,0.0015,0.001,0.3695,0.147,0.093,0.047,0,0.012,0.005,0.0035,0.0025,0.2135,0.036,0.0615,"ref_sample_699","reference"
0.0525,0.024,0.027,0.031,0.0195,0.0075,0.051,0.035,0.171,0.126,0.0865,0.103,0.0955,0.074,0.0375,0.059,"ref_sample_700","reference"
0.117,0.115,0.098,0.0495,0.0205,0.0065,0.1145,0.079,0.102,0.059,0.0765,0.0405,0.045,0.031,0.0325,0.0135,"ref_sample_701","reference"
0.197,0.138,0,0.104,0,0,0.1025,0.038,0.033,0.014,0,0.019,0.2025,0.0725,0,0.0795,"ref_sample_702","reference"
0.132,0.0935,0.0505,0.0945,0.0325,0.0115,0.125,0.068,0.0025,0.001,0.0035,5e-04,0.153,0.0935,0.0575,0.081,"ref_sample_703","reference"
0.001,5e-04,0.001,5e-04,0.013,0.037,0.0065,0.0115,0.014,0.304,0.3335,0.123,0.002,0.068,0.063,0.0215,"ref_sample_704","reference"
0.0045,0.0035,0.0055,0.003,0.2585,0.3125,0.0905,0.0885,0,0.0035,0.001,0.003,0.0035,0.109,0.0515,0.062,"ref_sample_705","reference"
0,0,0.003,0.001,0.0015,0,5e-04,0.004,0.0275,0.0155,0.414,0.273,0.01,0.0035,0.1545,0.092,"ref_sample_706","reference"
0.037,0.189,0.068,0.185,0.0545,0.0335,0.101,0.109,0.0025,0.001,0.001,0.0015,0.0685,0.0395,0.028,0.081,"ref_sample_707","reference"
0.103,0.056,0.0795,0.054,0.145,0.0745,0.0815,0.0645,0.0145,0.011,0.012,0.01,0.0685,0.0945,0.072,0.0595,"ref_sample_708","reference"
0.2465,0.094,0.0035,0.1095,0.0075,0.034,0.193,0.05,0.017,0.0115,0,0.004,0.115,0.0655,5e-04,0.0485,"ref_sample_709","reference"
0.083,0.0615,0.014,0.048,0.0165,0.2335,0.1025,0.0555,0.062,0.0885,0.0135,0.0505,0.037,0.0845,0.011,0.0385,"ref_sample_710","reference"
0.068,0.0425,0.012,0.0495,0,0.006,0.0675,0.035,0.233,0.1335,0.042,0.1455,0.068,0.041,0.013,0.0435,"ref_sample_711","reference"
0.129,0.089,0.0665,0.0895,0.076,0.0305,0.1185,0.092,0.027,0.0125,0.0145,0.0225,0.072,0.058,0.04,0.0625,"ref_sample_712","reference"
0,0.0415,0.0595,0.0235,0.2425,0.1525,0.0515,0.102,5e-04,5e-04,0,5e-04,0.0165,0.079,0.166,0.064,"ref_sample_713","reference"
0,0,0.172,0.0375,0.031,0.3595,0,0.0875,0,0,0.0225,0.004,0,0,0.235,0.051,"ref_sample_714","reference"
0.003,0.04,0.2565,0.0625,0.033,0.0115,0.026,0.1775,0,0,0,0,0.026,0.015,0.286,0.063,"ref_sample_715","reference"
0.179,0.09,0.044,0.1585,0.0085,0.0305,0.1435,0.099,0.0245,0.013,0.0055,0.0145,0.079,0.0355,0.018,0.057,"ref_sample_716","reference"
5e-04,0.001,0.092,0.016,0.06,0.3425,0.0025,0.21,0,5e-04,0.053,0.0125,0,0.002,0.169,0.0385,"ref_sample_717","reference"
0.0135,0.003,0.004,0.006,0.1065,0.296,0.098,0.0805,0.0075,0.0685,0.034,0.024,0.006,0.146,0.06,0.0465,"ref_sample_718","reference"
0.005,0.0035,5e-04,0.005,0.265,0.247,0.104,0.054,0.003,0.059,0.0045,0.027,0.0025,0.155,0.0075,0.0575,"ref_sample_719","reference"
0,0,0,0,0,0,0,0,0.204,0.2445,0.1155,0.0805,0.0905,0.159,0.063,0.043,"ref_sample_720","reference"
0.169,0.057,0.0615,0.077,0.001,0.0155,0.142,0.0905,0.0075,0.0045,0.006,0.005,0.119,0.092,0.0725,0.08,"ref_sample_721","reference"
0.0035,0.004,0.0075,0.005,0.058,0.418,0.099,0.0965,0,0.0015,0.002,0.0035,0.0035,0.129,0.0815,0.0875,"ref_sample_722","reference"
0.1615,0.082,0.006,0.0975,0.054,0.0135,0.136,0.0515,0.0605,0.0295,0.0035,0.037,0.1085,0.076,0.0085,0.0745,"ref_sample_723","reference"
0.0695,0.03,0.077,0.0865,0,0.016,0.0635,0.104,0.094,0.064,0.1135,0.1415,0.035,0.026,0.0365,0.043,"ref_sample_724","reference"
5e-04,0.004,0.0135,0.0015,0.0585,0.0655,0.007,0.0235,0.015,0.0875,0.413,0.051,0.0025,0.0475,0.185,0.0245,"ref_sample_725","reference"
0.224,0.1055,0.0035,0.1165,0.02,0.008,0.121,0.039,0.01,0.001,5e-04,0.0045,0.183,0.0775,0.0025,0.0835,"ref_sample_726","reference"
5e-04,0.002,0,0.002,5e-04,5e-04,0.0025,5e-04,0.2355,0.21,0.0155,0.25,0.0955,0.0875,0.005,0.0925,"ref_sample_727","reference"
0.112,0.1985,0.051,0.1115,5e-04,5e-04,0.124,0.061,0.079,0.0325,0.019,0.0505,0.068,0.037,0.0205,0.0345,"ref_sample_728","reference"
0.0355,0.031,0.043,0.073,0.248,0.165,0.0645,0.1205,0.0015,0.004,0.0045,0.008,0.0155,0.056,0.0555,0.0745,"ref_sample_729","reference"
0.092,0.047,0.001,0.054,0.131,0.0855,0.1575,0.058,0.071,0.131,0.003,0.086,0.015,0.0435,0,0.0245,"ref_sample_730","reference"
0.0915,0.043,0.05,0.047,0.062,0.0215,0.105,0.0835,0.0935,0.0955,0.0635,0.0765,0.049,0.047,0.0335,0.038,"ref_sample_731","reference"
0,5e-04,0.47,0.1,0.0105,0.02,0,0.183,0,0,0.002,0,0,0,0.169,0.045,"ref_sample_732","reference"
0,0.351,5e-04,0.184,0.001,0.001,0.142,0.0805,0.0205,0.01,0,0.0155,0.0915,0.035,5e-04,0.067,"ref_sample_733","reference"
0.047,0.024,0.0385,0.0435,0,5e-04,0.0125,0.0185,0.173,0.056,0.1335,0.1525,0.118,0.0245,0.065,0.093,"ref_sample_734","reference"
0.0025,5e-04,0,0,0.1105,0.113,0.067,0.0255,0.0045,0.257,0,0.089,0.0035,0.236,0,0.091,"ref_sample_735","reference"
0,0,0.002,0,0,0,0,0.002,0,0,0.4925,0.13,0,0,0.2845,0.089,"ref_sample_736","reference"
5e-04,0,0,0,0.0025,0,0,0,0.2005,0.352,0.0055,0.216,0.0465,0.1065,0.0035,0.0665,"ref_sample_737","reference"
0.03,0.014,0.0405,0.0295,0.0505,0.018,0.0185,0.0305,0.0855,0.09,0.1595,0.126,0.0565,0.061,0.099,0.091,"ref_sample_738","reference"
0.023,0.0105,0.0345,0.025,0.0995,0.0565,0.037,0.052,0.0355,0.0875,0.1295,0.0765,0.041,0.0965,0.1195,0.076,"ref_sample_739","reference"
0.1115,0.109,0.0555,0.043,0.0885,0.038,0.101,0.048,0.1,0.07,0.0455,0.028,0.063,0.049,0.029,0.021,"ref_sample_740","reference"
0.039,0.2765,0,0.107,0.065,0.0295,0.0845,0.0295,0,0,0,5e-04,0.1925,0.0855,5e-04,0.09,"ref_sample_741","reference"
0.0165,0.0115,5e-04,0.009,0.008,0.0375,0.032,0.0075,0.2085,0.2845,0.024,0.1625,0.059,0.0885,0.006,0.0445,"ref_sample_742","reference"
0.088,0.047,0.0345,0.0585,0.236,0.1325,0.0635,0.059,0.016,0.038,0.02,0.0235,0.036,0.063,0.036,0.0485,"ref_sample_743","reference"
0,0,0,0,0,0.0085,0,0.001,0,0.0015,0.5365,0.053,0,0.0035,0.3455,0.0505,"ref_sample_744","reference"
0.1115,0.163,0,0.0785,0.004,0.002,0.0795,0.0195,0.21,0.0465,0,0.091,0.109,0.0355,0,0.05,"ref_sample_745","reference"
0.0155,0.0085,0.2165,0.061,0.146,0.0655,0.006,0.161,0,0.004,0.0345,0.007,0.008,0.0135,0.1995,0.0535,"ref_sample_746","reference"
0.0205,0.0115,5e-04,0.0155,0.0215,0.0165,0.0225,0.0125,0.209,0.206,0.011,0.206,0.068,0.0965,0.0015,0.081,"ref_sample_747","reference"
0.06,0.1765,0.035,0.0825,0.038,0.0215,0.0575,0.034,0.1485,0.0525,0.028,0.084,0.0795,0.036,0.023,0.0435,"ref_sample_748","reference"
0.028,0.0215,0.276,0.1425,0.006,0.005,0.021,0.1815,0.0145,0.005,0.1075,0.0445,0.0125,0.007,0.0875,0.04,"ref_sample_749","reference"
0,0.1525,0.027,0.0135,0.001,0.001,0.0735,0.014,0.2125,0.1035,0.0625,0.036,0.1605,0.075,0.044,0.0235,"ref_sample_750","reference"
0.0145,0.004,0,0.0085,0.0265,0.4405,0.1845,0.0745,0.002,0.013,0,0.0065,0.006,0.1465,5e-04,0.0725,"ref_sample_751","reference"
0,0.0015,0,0,0.001,0.0045,0.003,0,0.0285,0.5285,0.0865,0.113,0.002,0.168,0.0275,0.036,"ref_sample_752","reference"
0.1855,0.1175,0,0.1145,0.0435,0.028,0.089,0.0295,0,0,0,0,0.197,0.087,0,0.1085,"ref_sample_753","reference"
0.0215,0.014,0.0195,0.0035,0.012,0.0075,0.0085,0.011,0.1725,0.099,0.206,0.029,0.1455,0.079,0.1445,0.027,"ref_sample_754","reference"
0.005,0.0025,0.002,0.006,0.0455,0.5825,0.0235,0.009,0.004,0.091,0.024,0.0295,0.0025,0.1175,0.0185,0.037,"ref_sample_755","reference"
0.0105,0.076,0.1995,0.068,0.1,0.056,0.0555,0.168,0.0075,0.0065,0.0395,0.011,0.0225,0.024,0.115,0.0405,"ref_sample_756","reference"
0,0.037,0,0.0125,0.2925,0.238,0.1615,0.052,0.0045,0.0565,0.0015,0.0255,0.0095,0.0795,0.0015,0.028,"ref_sample_757","reference"
0.0145,0.0065,0.301,0.1305,0.0835,0.046,0.0095,0.167,0,0,0.0055,0.0025,0.0095,0.0075,0.1435,0.073,"ref_sample_758","reference"
0.004,0.071,0.1865,0.1245,0.091,0.029,0.0215,0.076,0.0255,0.0155,0.0995,0.061,0.0265,0.015,0.094,0.0595,"ref_sample_759","reference"
0,0,0,0,0.1035,0.0385,0.0495,0.0235,5e-04,0.461,0.0365,0.1955,5e-04,0.0585,0.005,0.0275,"ref_sample_760","reference"
0.196,0.07,0.0445,0.0495,0.0045,0.003,0.109,0.0385,0.1155,0.052,0.0315,0.0325,0.1365,0.0595,0.0255,0.032,"ref_sample_761","reference"
0.0645,0.091,0.0985,0.075,0.0095,0.006,0.0575,0.0785,0.078,0.0345,0.0705,0.056,0.0885,0.0415,0.0885,0.062,"ref_sample_762","reference"
0.1075,0.13,0.004,0.1295,0.0125,0.019,0.0655,0.036,0.1,0.0335,0.001,0.082,0.1285,0.0475,0.006,0.0975,"ref_sample_763","reference"
0.0395,0.055,0.0245,0.062,0.064,0.1995,0.102,0.1345,0.01,0.0255,0.019,0.025,0.0285,0.0835,0.041,0.0865,"ref_sample_764","reference"
0,0.0715,0.113,0.0245,0.0595,0.023,0.047,0.1215,0.0345,0.0415,0.143,0.028,0.046,0.048,0.1645,0.0345,"ref_sample_765","reference"
0.0325,0.256,0.023,0.0895,5e-04,0,0.171,0.0755,0.053,0.0275,0.0065,0.026,0.102,0.0595,0.0225,0.055,"ref_sample_766","reference"
0.023,0.2265,0.033,0.119,0.004,0.071,0.0815,0.0525,0.109,0.0615,0.0245,0.08,0.047,0.023,0.0125,0.032,"ref_sample_767","reference"
0.197,0.1655,0.056,0.095,0.0355,0.017,0.0885,0.0465,0.017,0.008,0.0045,0.008,0.143,0.0405,0.0245,0.0535,"ref_sample_768","reference"
0.093,0.1135,0.011,0.054,0.023,0.18,0.084,0.0295,0.104,0.069,0.006,0.0515,0.066,0.074,0.005,0.0365,"ref_sample_769","reference"
0.1255,0.069,0.172,0.0815,0.016,0.0705,0.024,0.039,0.017,0.004,0.023,0.016,0.091,0.032,0.1555,0.064,"ref_sample_770","reference"
0.02,0.1855,0.173,0.1055,0,0,0.062,0.0855,0.0105,0.002,0.009,0.004,0.113,0.0365,0.1135,0.08,"ref_sample_771","reference"
0.0015,5e-04,0.0035,0,0.001,0,0.001,0.001,0.088,0.0615,0.435,0.142,0.032,0.031,0.145,0.057,"ref_sample_772","reference"
0.039,0.013,0.001,0.014,0.343,0.141,0.09,0.0475,0,0.001,5e-04,0.0015,0.0155,0.185,0.0135,0.0945,"ref_sample_773","reference"
0.1105,0.064,0.024,0.058,0,0.012,0.084,0.0335,0.152,0.08,0.026,0.0945,0.11,0.0615,0.022,0.068,"ref_sample_774","reference"
0.061,0.037,0.016,0.0265,0.229,0.1955,0.119,0.0605,0.0025,0.0025,5e-04,5e-04,0.033,0.149,0.0175,0.05,"ref_sample_775","reference"
0.0235,0.0075,0.449,0.0875,0,0.0245,0.013,0.1495,0.0075,0.003,0.101,0.016,0.005,0.004,0.09,0.019,"ref_sample_776","reference"
0.0045,0.374,0.009,0.15,0.0805,0.049,0.093,0.036,0.0585,0.0275,0.0015,0.0275,0.042,0.023,5e-04,0.0235,"ref_sample_777","reference"
0.0285,0.108,0.2735,0.054,0.0055,0.004,0.0345,0.1,0.013,0.007,0.0265,0.0065,0.0825,0.022,0.195,0.0395,"ref_sample_778","reference"
0,0,0,0,0.009,0.0375,0.003,0.0035,5e-04,0.2605,0.286,0.205,0,0.0745,0.0675,0.053,"ref_sample_779","reference"
0.1235,0.06,0.148,0.09,0.0195,0.054,0.0215,0.032,0.0225,0.0065,0.038,0.021,0.1135,0.029,0.131,0.09,"ref_sample_780","reference"
0.094,0.131,0.04,0.0715,0.07,0.0345,0.063,0.037,0.192,0.1005,0.0455,0.106,0.0065,0.004,0.0025,0.002,"ref_sample_781","reference"
0,0.0545,0.0085,0.0255,0,0,0.019,0.014,0.257,0.12,0.055,0.205,0.1025,0.0425,0.02,0.0765,"ref_sample_782","reference"
0.0045,0.0025,0,0.0075,0.1845,0.0745,0.056,0.0225,0.027,0.278,0.0025,0.149,0.0055,0.126,0.0025,0.0575,"ref_sample_783","reference"
0.2475,0.1025,0.0895,0.0185,5e-04,0.053,0.0455,0.0125,0.158,0.045,0.037,0.0125,0.1075,0.0345,0.029,0.007,"ref_sample_784","reference"
0.0935,0.28,0,0.128,0.0645,0.028,0.1225,0.05,0,0,0,0,0.1065,0.058,0,0.069,"ref_sample_785","reference"
0,0,5e-04,5e-04,0.002,0.007,5e-04,0.003,0.003,0.0255,0.5625,0.187,0.001,0.0045,0.1625,0.0405,"ref_sample_786","reference"
5e-04,0.069,0.0455,0.0425,0.201,0.1545,0.0655,0.0825,0.0115,0.0195,0.024,0.014,0.0255,0.0915,0.0875,0.0655,"ref_sample_787","reference"
0.017,0.0105,0.088,0.051,0.002,0.027,0.0125,0.078,0.048,0.0285,0.2925,0.153,0.02,0.01,0.099,0.063,"ref_sample_788","reference"
0.0025,0.0045,0.006,0.003,0.324,0.1285,0.085,0.076,0.0035,0.0425,0.0245,0.014,0.003,0.1335,0.099,0.0505,"ref_sample_789","reference"
0.001,0,0,0,0.015,0.005,0.0045,0.004,0.056,0.3515,0.109,0.154,0.0125,0.18,0.0455,0.062,"ref_sample_790","reference"
0.042,0.0665,0.0135,0.049,0.0685,0.048,0.0545,0.0445,0.0985,0.1045,0.0315,0.0965,0.082,0.098,0.0275,0.075,"ref_sample_791","reference"
0.122,0.0555,0.027,0.13,0.0445,0.018,0.0905,0.0785,0.042,0.028,0.0115,0.0605,0.098,0.0585,0.0185,0.117,"ref_sample_792","reference"
0.061,0.042,0.067,0.027,0.066,0.1925,0.0895,0.106,0.011,0.025,0.0195,0.008,0.05,0.0985,0.101,0.036,"ref_sample_793","reference"
0.114,0.074,0.0605,0.1415,0,0.01,0.117,0.119,0.001,0.0035,0.0025,0.001,0.1055,0.065,0.0475,0.138,"ref_sample_794","reference"
0.0285,0.0125,0.0035,0.0125,0.0545,0.1535,0.0935,0.041,0.0415,0.1525,0.0095,0.0775,0.03,0.1765,0.0085,0.1045,"ref_sample_795","reference"
0.077,0.0625,0.0095,0.033,0.058,0.0145,0.0615,0.0225,0.1975,0.1225,0.0325,0.0905,0.096,0.0675,0.0065,0.0485,"ref_sample_796","reference"
0.0295,0.0345,0.252,0.1505,0.0815,0.0325,0.026,0.167,0,0,0,0,0.0165,0.014,0.127,0.069,"ref_sample_797","reference"
0.3365,0.121,0.033,0.119,0.006,0.0035,0.1245,0.0465,0.0285,0.0075,0.002,0.009,0.0985,0.022,0.006,0.0365,"ref_sample_798","reference"
0.239,0.137,0.007,0.1385,0.0255,0.011,0.1555,0.069,0.0055,0.003,0,0.0015,0.0945,0.052,0.0025,0.0585,"ref_sample_799","reference"
0.0695,0.266,0.042,0.092,0.041,0.0375,0.0635,0.0365,0.0055,5e-04,0.0015,0.0015,0.2015,0.0515,0.02,0.07,"ref_sample_800","reference"
0,0,0,0,0,0,0,0,0.2625,0.2855,0.0425,0.165,0.0695,0.1035,0.0115,0.06,"out_sample_801","outlier"
0.055,0.0895,0.1465,0.0585,0.006,0.1095,0.118,0.169,0,0,0,5e-04,0.0495,0.053,0.0945,0.0505,"out_sample_802","outlier"
0.21,0.058,0.0245,0.086,0.056,0.033,0.1675,0.077,0.0395,0.0315,0.0085,0.0205,0.064,0.067,0.014,0.043,"out_sample_803","outlier"
0.048,0.14,0.039,0.073,0.0435,0.0965,0.049,0.0335,0.0525,0.025,0.021,0.022,0.128,0.0915,0.0525,0.085,"out_sample_804","outlier"
0.022,0.01,0.059,0.0315,0.1485,0.17,0.0695,0.2015,0,0.0055,0.0095,0.007,0.0165,0.06,0.1185,0.071,"out_sample_805","outlier"
0.268,0.115,0.011,0.173,0.0215,0.006,0.138,0.058,0,0,0,0,0.104,0.0395,0.0025,0.0635,"out_sample_806","outlier"
0,0.2155,0.029,0.1395,0.0365,0.019,0.1535,0.119,5e-04,0,0,0,0.086,0.0795,0.0225,0.0995,"out_sample_807","outlier"
0.0265,0.037,0.067,0.037,0.0105,0,0.032,0.0525,0.1165,0.06,0.2305,0.126,0.0385,0.03,0.089,0.047,"out_sample_808","outlier"
0.18,0.1775,0.0065,0.123,5e-04,0.001,0.105,0.031,0.1385,0.037,0.002,0.053,0.0845,0.02,0.003,0.0375,"out_sample_809","outlier"
0.0115,0.0645,0.0115,0.024,0.2415,0.0625,0.089,0.0525,0.017,0.051,0.011,0.03,0.0505,0.1655,0.0265,0.0915,"out_sample_810","outlier"
0.021,0.0425,0.2505,0.1,0.0075,0.0055,0.0315,0.189,5e-04,0,0.003,0.0025,0.036,0.018,0.223,0.0695,"out_sample_811","outlier"
0.1305,0.0445,0.084,0.1125,0.0705,0.0375,0.1385,0.1635,0.018,0.029,0.0255,0.0395,0.02,0.0325,0.023,0.031,"out_sample_812","outlier"
0.005,0.0015,0.013,0.004,0.4275,0.2205,0.023,0.091,0,0.0025,0.0075,0.0025,0,0.0385,0.105,0.0585,"out_sample_813","outlier"
0.0025,0.0015,0.0045,0.002,5e-04,5e-04,0.002,0.0015,0.267,0.126,0.2515,0.1445,0.0585,0.036,0.065,0.0365,"out_sample_814","outlier"
0,0,0,0,0,0,0,0,0.321,0.174,0.005,0.3,0.075,0.053,0,0.072,"out_sample_815","outlier"
0.001,0.001,5e-04,5e-04,0,5e-04,0,5e-04,0.313,0.1455,0.012,0.177,0.169,0.0745,0.004,0.101,"out_sample_816","outlier"
0,0,0.0125,0.006,0,0.203,0.001,0.083,5e-04,0.004,0.358,0.134,0,5e-04,0.1445,0.053,"out_sample_817","outlier"
0.1745,0.0895,0.0545,0.078,0.0745,0.0365,0.0845,0.0395,0.0035,0.0015,0,0.002,0.1635,0.082,0.0495,0.0665,"out_sample_818","outlier"
0.0925,0.027,0.0245,0.065,0.019,0.0145,0.068,0.0495,0.1135,0.0545,0.0455,0.101,0.111,0.0685,0.0415,0.1045,"out_sample_819","outlier"
0.0035,0.0025,5e-04,0.002,0.395,0.1155,0.189,0.0885,0,5e-04,0,0,5e-04,0.131,0.0215,0.05,"out_sample_820","outlier"
0,0.01,0.365,0.127,0.104,0.039,5e-04,0.077,0,0,0.0195,0.0075,0.003,0.001,0.182,0.0645,"out_sample_821","outlier"
0.1885,0.055,0.113,0.0875,0,0,0.0935,0.0815,0.021,0.0075,0.0115,0.014,0.1245,0.049,0.0795,0.074,"out_sample_822","outlier"
0.1235,0.0605,0.013,0.1385,0.003,0.0485,0.0405,0.028,0.102,0.048,0.0125,0.0945,0.1175,0.045,0.0085,0.1165,"out_sample_823","outlier"
0.0205,0.056,0.0215,0.0085,0.0515,0.022,0.068,0.0245,0.1175,0.164,0.0705,0.0385,0.094,0.15,0.0655,0.0275,"out_sample_824","outlier"
0.122,0.05,0,0.056,0.0985,0.07,0.1355,0.044,0.066,0.0765,0,0.0505,0.0675,0.108,0.0015,0.054,"out_sample_825","outlier"
0.2085,0.1065,0.049,0.09,0.0065,0.0025,0.0995,0.045,0.033,0.0105,0.003,0.0105,0.183,0.055,0.039,0.0585,"out_sample_826","outlier"
5e-04,5e-04,0,5e-04,0,0,5e-04,5e-04,0.4445,0.1795,0,0.2885,0.0415,0.019,0,0.0245,"out_sample_827","outlier"
0.0055,0.0055,0.003,0.0085,0.077,0.029,0.018,0.012,0.0495,0.2215,0.049,0.13,0.0285,0.196,0.038,0.129,"out_sample_828","outlier"
0,0,0.362,0.1335,0.0635,0.0405,0,0.1765,0,0,0.012,0.004,0,0,0.1455,0.0625,"out_sample_829","outlier"
0,0,0,0,0,0,0,0,0.247,0.276,0.092,0.116,0.0745,0.118,0.0245,0.052,"out_sample_830","outlier"
0,0,0,0,0.001,0,0,0,0.195,0.399,0.01,0.224,0.03,0.093,0.004,0.044,"out_sample_831","outlier"
0.0025,5e-04,0.3765,0.202,0,0,0.001,0.182,0,0,0.057,0.032,0.001,0,0.0875,0.058,"out_sample_832","outlier"
0.0375,0.0285,0.004,0.0225,0.0235,0.185,0.0865,0.0525,0.0755,0.1985,0.0235,0.141,0.0165,0.0635,0.005,0.0365,"out_sample_833","outlier"
0.1155,0.183,0.109,0.1205,0.007,0.0015,0.125,0.093,0.0035,0.001,0.004,0.0065,0.094,0.0385,0.0445,0.0535,"out_sample_834","outlier"
0.215,0.124,0.002,0.215,0.055,0.0225,0.0845,0.053,0,0,0,0,0.0925,0.0385,0.0025,0.0955,"out_sample_835","outlier"
0.048,0.097,0.1905,0.118,0.0095,0.0025,0.0585,0.143,0.0045,0.003,0.013,0.006,0.0495,0.0275,0.1405,0.089,"out_sample_836","outlier"
0.1665,0.0955,0.03,0.19,0.046,0.0125,0.092,0.063,0.0445,0.0145,0.0115,0.046,0.072,0.0285,0.016,0.0715,"out_sample_837","outlier"
0,0,0,0,0,0.003,0,0.001,0,0.4925,0.073,0.0915,0,0.2615,0.028,0.0495,"out_sample_838","outlier"
0.078,0.069,0.1975,0.099,0.0775,0.0205,0.0365,0.0815,0,0,0,0,0.083,0.035,0.147,0.0755,"out_sample_839","outlier"
0.0185,0.0165,0.0035,0.01,0.0025,0.0085,0.0135,0.003,0.3145,0.1945,0.0265,0.1465,0.0985,0.072,0.0105,0.061,"out_sample_840","outlier"
0.0065,0.004,0.0715,0.037,0.004,0.4645,0.0135,0.151,0.002,0.0095,0.0735,0.03,0.0035,0.008,0.09,0.0315,"out_sample_841","outlier"
0.013,0.0095,0,0.004,0.0615,0.0965,0.0085,0.003,0.062,0.2955,0.0015,0.1235,0.0255,0.2065,0,0.0895,"out_sample_842","outlier"
0.206,0.092,0.0395,0.0935,0.003,0.0025,0.1685,0.0695,0.0155,0.0075,0.0055,0.0105,0.118,0.069,0.03,0.0695,"out_sample_843","outlier"
0.019,0.0385,0.003,0.03,0,0,0.04,0.0215,0.28,0.1885,0.013,0.1715,0.08,0.055,0.004,0.056,"out_sample_844","outlier"
0.0475,0.0315,0.0095,0.014,0.308,0.1115,0.1625,0.043,0.004,0.012,0.0025,0.0025,0.0245,0.176,0.0185,0.0325,"out_sample_845","outlier"
0.003,0.007,0.0035,0.0025,0.273,0.211,0.081,0.053,0,5e-04,0,5e-04,0.0055,0.21,0.071,0.0785,"out_sample_846","outlier"
0.007,0.0015,0.006,0.0085,0.006,0.0035,0.0085,0.0145,0.116,0.1555,0.193,0.282,0.033,0.0465,0.0435,0.075,"out_sample_847","outlier"
0.0065,0.299,0.001,0.1555,0.0445,0.0305,0.1355,0.0795,0.0185,0.0085,0.001,0.0155,0.074,0.0495,0.0015,0.0795,"out_sample_848","outlier"
0.023,0.0135,0.0085,0.006,5e-04,0,0.011,0.008,0.331,0.088,0.11,0.144,0.1265,0.031,0.04,0.059,"out_sample_849","outlier"
0.006,0.0035,0.002,0.003,0.002,5e-04,0.0075,0.001,0.334,0.2205,0.0945,0.1875,0.059,0.036,0.0115,0.0315,"out_sample_850","outlier"
